PuzzleId,FEN,Moves,Rating,Themes,SAN
0LNuE,8/6p1/8/5kp1/3R2R1/8/5PK1/4q3 w - - 8 42,d4e4 e1e4 g4e4 f5e4 g2g3 e4f5,1024,crushing defensivemove endgame long queenrookendgame,Rde4 Qxe4+ Rxe4 Kxe4 Kg3 Kf5
0Nzgj,r5k1/p5pp/8/2pq4/4Q3/5PP1/P5KP/4R3 b - - 0 30,d5a2 e1e2 a2e2 e4e2,1025,advantage defensivemove endgame short,Qxa2+ Re2 Qxe2+ Qxe2
0L3UM,8/8/1Q6/8/3nr3/1P2k3/P3p3/4K3 w - - 7 63,b6h6 e4f4 h6f4 e3f4,1028,crushing defensivemove endgame short,Qh6+ Rf4 Qxf4+ Kxf4
0NOBp,2r1k3/2R2pp1/3Pp2p/2Kp4/8/7P/P4PP1/8 b - - 6 36,c8c7 d6c7 e8d7 c5b6,1029,advancedpawn crushing defensivemove endgame short,Rxc7+ dxc7 Kd7 Kb6
0LYlq,8/8/8/pk5p/5p1P/1PK5/6P1/8 w - - 0 47,c3d4 b5b4 d4e4 b4b3 e4f4 a5a4,1032,crushing defensivemove endgame long pawnendgame,Kd4 Kb4 Ke4 Kxb3 Kxf4 a4
05ykT,1k6/2pr1p2/6p1/p3P2p/P2PqP2/Q5P1/1PPR2P1/1K6 w - - 9 30,a3c5 e4e1 b1a2 e1d2 c5b5 b8c8,1032,advantage defensivemove endgame fork long,Qc5 Qe1+ Ka2 Qxd2 Qb5+ Kc8
08VyN,r7/1p2kn1R/p3p3/3p4/5q2/1PN5/P1P1Q3/1K6 b - - 2 29,a8g8 c3d5 e7f8 d5f4 g8g1 b1b2,1033,crushing defensivemove endgame long pin,Rg8 Nxd5+ Kf8 Nxf4 Rg1+ Kb2
0YBwD,3r4/7p/3Pk1p1/1p3p2/1P1R1P2/4K2P/6P1/8 b - - 7 38,d8d6 d4d6 e6d6 e3d4,1034,crushing defensivemove endgame rookendgame short zugzwang,Rxd6 Rxd6+ Kxd6 Kd4
01MaH,1q5k/p4pp1/8/3p3n/6B1/P7/2QB1PPb/5K2 b - - 0 29,b8b5 g4e2 h5g3 f2g3,1034,advantage defensivemove endgame fork short,Qb5+ Be2 Ng3+ fxg3
0Srq0,8/8/5k2/p1p2pp1/P1P2PP1/5K2/8/8 w - - 0 51,f4g5 f6g5 g4f5 g5f5 f3e3 f5e5,1038,crushing defensivemove endgame long pawnendgame zugzwang,fxg5+ Kxg5 gxf5 Kxf5 Ke3 Ke5
0UwOC,8/6pk/7p/5p2/4p3/P3Qq2/5P2/5K2 b - - 1 37,f3e3 f2e3 h7g8 a3a4 g8f7 a4a5,1040,crushing defensivemove endgame long quietmove,Qxe3 fxe3 Kg8 a4 Kf7 a5
0POWm,8/4r3/1p1k2Pp/pP1P1K1P/8/P7/8/8 b - - 6 68,e7g7 f5f6 g7d7 g6g7 d7d8 f6f7,1041,advancedpawn advantage defensivemove endgame long rookendgame,Rg7 Kf6 Rd7 g7 Rd8 Kf7
0ieqY,8/2p5/1p1p3p/1P1P4/2Pk2PK/8/8/8 b - - 6 46,d4c4 h4h5 c4b5 h5h6 b5c4 g4g5,1041,crushing defensivemove endgame long pawnendgame,Kxc4 Kh5 Kxb5 Kxh6 Kc4 g5
05x7b,r1b1r2k/pp3Q2/3p1n1b/2p1N3/1q2P3/8/PPP2PPP/1R3K1R w - - 0 20,f7f6 h6g7 f6h4 h8g8,1043,crushing defensivemove master middlegame short,Qxf6+ Bg7 Qh4+ Kg8
0UPGU,8/P7/6p1/5k2/3R4/7P/4p1PK/r7 w - - 0 48,d4d8 e2e1q d8f8 f5g5,1044,advancedpawn crushing defensivemove endgame master promotion short,Rd8 e1=Q Rf8+ Kg5
0ZUpU,7R/1Pk5/8/1r3p2/8/6P1/6K1/8 b - - 8 55,b5b7 h8h7 c7c6 h7b7 c6b7 g2f3,1046,crushing defensivemove endgame long master rookendgame,Rxb7 Rh7+ Kc6 Rxb7 Kxb7 Kf3
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1050,advantage defensivemove endgame long,Rf4+ Ke5 Nf7+ Kxf4 Nxd8 Nxd8
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1051,crushing defensivemove middlegame short,Qd7+ Nf7 Rh7+ Kxh7
0OTCK,rnb2rk1/pp5R/5qP1/3pQ1p1/2pPp3/P1P5/1BP2PP1/R3KB2 w Q - 1 18,e5d5 c8e6 d5e6 f6e6,1053,advantage defensivemove middlegame short,Qxd5+ Be6 Qxe6+ Qxe6
0Zcu3,2r3k1/8/1p5p/p2p4/1B1P1P2/1R1bpN1P/6P1/6K1 b - - 0 41,a5b4 b3d3 c8c1 g1h2,1057,advantage defensivemove endgame hangingpiece short,axb4 Rxd3 Rc1+ Kh2
09IPx,rn2b1k1/pp4pp/3b1p2/3p1Q2/3P4/N1P2N2/Pq1B1PPP/R5K1 w - - 0 16,f5d5 e8f7 d5d6 b2a1,1057,advantage defensivemove middlegame short,Qxd5+ Bf7 Qxd6 Qxa1+
0NaEv,R4bk1/7p/4pr2/3p4/1PpPpP2/2P1P3/3B1q1P/3Q3K w - - 1 30,d1g4 f6g6 g4g6 h7g6,1057,crushing defensivemove endgame short,Qg4+ Rg6 Qxg6+ hxg6
